-----------------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
Name                                        CPU time        CUDA time            Calls        CPU total       CUDA total
-----------------------------------  ---------------  ---------------  ---------------  ---------------  ---------------
mul                                          2.229us          0.000us                1          2.229us          0.000us
_sigmoid_backward                            2.214us          0.000us                1          2.214us          0.000us
unsigned short                               2.209us          0.000us                1          2.209us          0.000us
unsigned short                               2.208us          0.000us                1          2.208us          0.000us
mul                                          2.208us          0.000us                1          2.208us          0.000us
mul                                          2.205us          0.000us                1          2.205us          0.000us
unsigned short                               2.203us          0.000us                1          2.203us          0.000us
mul                                          2.198us          0.000us                1          2.198us          0.000us
torch::autograd::Add                         2.194us          0.000us                1          2.194us          0.000us
unsigned short                               2.188us          0.000us                1          2.188us          0.000us
expand                                       2.188us          0.000us                1          2.188us          0.000us
mul                                          2.183us          0.000us                1          2.183us          0.000us
torch::autograd::Add                         2.174us          0.000us                1          2.174us          0.000us
transpose                                    2.169us          0.000us                1          2.169us          0.000us
unsigned short                               2.169us          0.000us                1          2.169us          0.000us
mul                                          2.163us          0.000us                1          2.163us          0.000us
expand                                       2.161us          0.000us                1          2.161us          0.000us
add                                          2.160us          0.000us                1          2.160us          0.000us
torch::autograd::Add                         2.154us          0.000us                1          2.154us          0.000us
unsigned short                               2.150us          0.000us                1          2.150us          0.000us
unsigned short                               2.147us          0.000us                1          2.147us          0.000us
mul                                          2.140us          0.000us                1          2.140us          0.000us
TBackward                                    2.137us          0.000us                1          2.137us          0.000us
unsigned short                               2.135us          0.000us                1          2.135us          0.000us
neg                                          2.126us          0.000us                1          2.126us          0.000us
CatBackward                                  2.123us          0.000us                1          2.123us          0.000us
TBackward                                    2.122us          0.000us                1          2.122us          0.000us
unsigned short                               2.120us          0.000us                1          2.120us          0.000us
unsigned short                               2.119us          0.000us                1          2.119us          0.000us
torch::autograd::Clone                       2.110us          0.000us                1          2.110us          0.000us
TBackward                                    2.110us          0.000us                1          2.110us          0.000us
add                                          2.110us          0.000us                1          2.110us          0.000us
unsigned short                               2.110us          0.000us                1          2.110us          0.000us
mul                                          2.107us          0.000us                1          2.107us          0.000us
unsigned short                               2.106us          0.000us                1          2.106us          0.000us
unsigned short                               2.105us          0.000us                1          2.105us          0.000us
TBackward                                    2.104us          0.000us                1          2.104us          0.000us
expand                                       2.102us          0.000us                1          2.102us          0.000us
expand                                       2.099us          0.000us                1          2.099us          0.000us
unsigned short                               2.087us          0.000us                1          2.087us          0.000us
torch::autograd::Add                         2.079us          0.000us                1          2.079us          0.000us
unsigned short                               2.076us          0.000us                1          2.076us          0.000us
expand                                       2.070us          0.000us                1          2.070us          0.000us
unsigned short                               2.069us          0.000us                1          2.069us          0.000us
torch::autograd::Add                         2.066us          0.000us                1          2.066us          0.000us
unsigned short                               2.063us          0.000us                1          2.063us          0.000us
unsigned short                               2.060us          0.000us                1          2.060us          0.000us
mul                                          2.054us          0.000us                1          2.054us          0.000us
expand                                       2.050us          0.000us                1          2.050us          0.000us
TBackward                                    2.048us          0.000us                1          2.048us          0.000us
neg                                          2.046us          0.000us                1          2.046us          0.000us
unsigned short                               2.038us          0.000us                1          2.038us          0.000us
torch::autograd::Add                         2.033us          0.000us                1          2.033us          0.000us
unsigned short                               2.033us          0.000us                1          2.033us          0.000us
add                                          2.030us          0.000us                1          2.030us          0.000us
mul                                          2.029us          0.000us                1          2.029us          0.000us
TBackward                                    2.028us          0.000us                1          2.028us          0.000us
transpose                                    2.024us          0.000us                1          2.024us          0.000us
torch::autograd::Clone                       2.024us          0.000us                1          2.024us          0.000us
unsigned short                               2.023us          0.000us                1          2.023us          0.000us
unsigned short                               2.020us          0.000us                1          2.020us          0.000us
mul                                          2.017us          0.000us                1          2.017us          0.000us
unsigned short                               2.016us          0.000us                1          2.016us          0.000us
torch::autograd::Add                         2.015us          0.000us                1          2.015us          0.000us
torch::autograd::Add                         2.010us          0.000us                1          2.010us          0.000us
unsigned short                               2.001us          0.000us                1          2.001us          0.000us
unsigned short                               2.000us          0.000us                1          2.000us          0.000us
neg                                          1.988us          0.000us                1          1.988us          0.000us
unsigned short                               1.978us          0.000us                1          1.978us          0.000us
unsigned short                               1.969us          0.000us                1          1.969us          0.000us
unsigned short                               1.967us          0.000us                1          1.967us          0.000us
mul                                          1.953us          0.000us                1          1.953us          0.000us
mul                                          1.952us          0.000us                1          1.952us          0.000us
TBackward                                    1.950us          0.000us                1          1.950us          0.000us
add                                          1.944us          0.000us                1          1.944us          0.000us
narrow                                       1.942us          0.000us                1          1.942us          0.000us
AddBackward1                                 1.941us          0.000us                1          1.941us          0.000us
torch::autograd::Clone                       1.939us          0.000us                1          1.939us          0.000us
torch::autograd::Add                         1.932us          0.000us                1          1.932us          0.000us
neg                                          1.928us          0.000us                1          1.928us          0.000us
TBackward                                    1.911us          0.000us                1          1.911us          0.000us
mul                                          1.904us          0.000us                1          1.904us          0.000us
TBackward                                    1.902us          0.000us                1          1.902us          0.000us
unsigned short                               1.899us          0.000us                1          1.899us          0.000us
mul                                          1.895us          0.000us                1          1.895us          0.000us
unsigned short                               1.890us          0.000us                1          1.890us          0.000us
narrow                                       1.889us          0.000us                1          1.889us          0.000us
torch::autograd::Add                         1.886us          0.000us                1          1.886us          0.000us
unsigned short                               1.882us          0.000us                1          1.882us          0.000us
neg                                          1.877us          0.000us                1          1.877us          0.000us
TBackward                                    1.876us          0.000us                1          1.876us          0.000us
transpose                                    1.868us          0.000us                1          1.868us          0.000us
unsigned short                               1.863us          0.000us                1          1.863us          0.000us
unsigned short                               1.862us          0.000us                1          1.862us          0.000us
add                                          1.858us          0.000us                1          1.858us          0.000us
unsigned short                               1.853us          0.000us                1          1.853us          0.000us
TBackward                                    1.849us          0.000us                1          1.849us          0.000us
unsigned short                               1.842us          0.000us                1          1.842us          0.000us
unsigned short                               1.840us          0.000us                1          1.840us          0.000us
unsigned short                               1.838us          0.000us                1          1.838us          0.000us
unsigned short                               1.838us          0.000us                1          1.838us          0.000us
unsigned short                               1.834us          0.000us                1          1.834us          0.000us
unsigned short                               1.834us          0.000us                1          1.834us          0.000us
unsigned short                               1.831us          0.000us                1          1.831us          0.000us
unsigned short                               1.829us          0.000us                1          1.829us          0.000us
TBackward                                    1.828us          0.000us                1          1.828us          0.000us
unsigned short                               1.824us          0.000us                1          1.824us          0.000us
unsigned short                               1.818us          0.000us                1          1.818us          0.000us
mul                                          1.810us          0.000us                1          1.810us          0.000us
TBackward                                    1.795us          0.000us                1          1.795us          0.000us
torch::autograd::Add                         1.792us          0.000us                1          1.792us          0.000us
unsigned short                               1.787us          0.000us                1          1.787us          0.000us
TBackward                                    1.770us          0.000us                1          1.770us          0.000us
TBackward                                    1.767us          0.000us                1          1.767us          0.000us
unsigned short                               1.761us          0.000us                1          1.761us          0.000us
unsigned short                               1.760us          0.000us                1          1.760us          0.000us
TBackward                                    1.753us          0.000us                1          1.753us          0.000us
mul                                          1.753us          0.000us                1          1.753us          0.000us
mul                                          1.752us          0.000us                1          1.752us          0.000us
unsigned short                               1.752us          0.000us                1          1.752us          0.000us
mul                                          1.743us          0.000us                1          1.743us          0.000us
add                                          1.742us          0.000us                1          1.742us          0.000us
TBackward                                    1.737us          0.000us                1          1.737us          0.000us
TBackward                                    1.732us          0.000us                1          1.732us          0.000us
TBackward                                    1.730us          0.000us                1          1.730us          0.000us
TBackward                                    1.707us          0.000us                1          1.707us          0.000us
TBackward                                    1.700us          0.000us                1          1.700us          0.000us
unsigned short                               1.698us          0.000us                1          1.698us          0.000us
TBackward                                    1.687us          0.000us                1          1.687us          0.000us
unsigned short                               1.665us          0.000us                1          1.665us          0.000us
TBackward                                    1.662us          0.000us                1          1.662us          0.000us
unsigned short                               1.660us          0.000us                1          1.660us          0.000us
unsigned short                               1.653us          0.000us                1          1.653us          0.000us
unsigned short                               1.647us          0.000us                1          1.647us          0.000us
unsigned short                               1.641us          0.000us                1          1.641us          0.000us
TBackward                                    1.636us          0.000us                1          1.636us          0.000us
narrow                                       1.635us          0.000us                1          1.635us          0.000us
TBackward                                    1.632us          0.000us                1          1.632us          0.000us
TBackward                                    1.631us          0.000us                1          1.631us          0.000us
narrow                                       1.627us          0.000us                1          1.627us          0.000us
mul                                          1.626us          0.000us                1          1.626us          0.000us
torch::autograd::Add                         1.623us          0.000us                1          1.623us          0.000us
mul                                          1.608us          0.000us                1          1.608us          0.000us
torch::autograd::Add                         1.600us          0.000us                1          1.600us          0.000us
unsigned short                               1.598us          0.000us                1          1.598us          0.000us
unsigned short                               1.595us          0.000us                1          1.595us          0.000us
TBackward                                    1.590us          0.000us                1          1.590us          0.000us
mul                                          1.586us          0.000us                1          1.586us          0.000us
unsigned short                               1.578us          0.000us                1          1.578us          0.000us
TBackward                                    1.577us          0.000us                1          1.577us          0.000us
TBackward                                    1.569us          0.000us                1          1.569us          0.000us
unsigned short                               1.562us          0.000us                1          1.562us          0.000us
unsigned short                               1.550us          0.000us                1          1.550us          0.000us
TBackward                                    1.548us          0.000us                1          1.548us          0.000us
unsigned short                               1.548us          0.000us                1          1.548us          0.000us
TBackward                                    1.542us          0.000us                1          1.542us          0.000us
unsigned short                               1.541us          0.000us                1          1.541us          0.000us
mul                                          1.541us          0.000us                1          1.541us          0.000us
unsigned short                               1.530us          0.000us                1          1.530us          0.000us
unsigned short                               1.523us          0.000us                1          1.523us          0.000us
unsigned short                               1.504us          0.000us                1          1.504us          0.000us
TBackward                                    1.504us          0.000us                1          1.504us          0.000us
TBackward                                    1.502us          0.000us                1          1.502us          0.000us
unsigned short                               1.492us          0.000us                1          1.492us          0.000us
unsigned short                               1.491us          0.000us                1          1.491us          0.000us
torch::autograd::Add                         1.490us          0.000us                1          1.490us          0.000us
unsigned short                               1.487us          0.000us                1          1.487us          0.000us
unsigned short                               1.480us          0.000us                1          1.480us          0.000us
unsigned short                               1.480us          0.000us                1          1.480us          0.000us
unsigned short                               1.476us          0.000us                1          1.476us          0.000us
unsigned short                               1.472us          0.000us                1          1.472us          0.000us
unsigned short                               1.470us          0.000us                1          1.470us          0.000us
unsigned short                               1.466us          0.000us                1          1.466us          0.000us
unsigned short                               1.466us          0.000us                1          1.466us          0.000us
unsigned short                               1.464us          0.000us                1          1.464us          0.000us
unsigned short                               1.451us          0.000us                1          1.451us          0.000us
unsigned short                               1.449us          0.000us                1          1.449us          0.000us
TBackward                                    1.448us          0.000us                1          1.448us          0.000us
unsigned short                               1.444us          0.000us                1          1.444us          0.000us
TBackward                                    1.443us          0.000us                1          1.443us          0.000us
TBackward                                    1.440us          0.000us                1          1.440us          0.000us
unsigned short                               1.438us          0.000us                1          1.438us          0.000us
TBackward                                    1.437us          0.000us                1          1.437us          0.000us
unsigned short                               1.436us          0.000us                1          1.436us          0.000us
unsigned short                               1.435us          0.000us                1          1.435us          0.000us
unsigned short                               1.435us          0.000us                1          1.435us          0.000us
unsigned short                               1.434us          0.000us                1          1.434us          0.000us
unsigned short                               1.432us          0.000us                1          1.432us          0.000us
unsigned short                               1.430us          0.000us                1          1.430us          0.000us
unsigned short                               1.429us          0.000us                1          1.429us          0.000us
unsigned short                               1.425us          0.000us                1          1.425us          0.000us
unsigned short                               1.424us          0.000us                1          1.424us          0.000us
unsigned short                               1.421us          0.000us                1          1.421us          0.000us
unsigned short                               1.418us          0.000us                1          1.418us          0.000us
unsigned short                               1.412us          0.000us                1          1.412us          0.000us
torch::autograd::Add                         1.407us          0.000us                1          1.407us          0.000us
unsigned short                               1.405us          0.000us                1          1.405us          0.000us
unsigned short                               1.401us          0.000us                1          1.401us          0.000us
unsigned short                               1.397us          0.000us                1          1.397us          0.000us
unsigned short                               1.395us          0.000us                1          1.395us          0.000us
unsigned short                               1.391us          0.000us                1          1.391us          0.000us
torch::autograd::Add                         1.390us          0.000us                1          1.390us          0.000us
unsigned short                               1.388us          0.000us                1          1.388us          0.000us
mul                                          1.385us          0.000us                1          1.385us          0.000us
unsigned short                               1.381us          0.000us                1          1.381us          0.000us
unsigned short                               1.379us          0.000us                1          1.379us          0.000us
torch::autograd::Add                         1.378us          0.000us                1          1.378us          0.000us
unsigned short                               1.375us          0.000us                1          1.375us          0.000us
unsigned short                               1.371us          0.000us                1          1.371us          0.000us
narrow                                       1.366us          0.000us                1          1.366us          0.000us
unsigned short                               1.361us          0.000us                1          1.361us          0.000us
unsigned short                               1.354us          0.000us                1          1.354us          0.000us
unsigned short                               1.341us          0.000us                1          1.341us          0.000us
torch::autograd::Add                         1.339us          0.000us                1          1.339us          0.000us
unsigned short                               1.335us          0.000us                1          1.335us          0.000us
unsigned short                               1.334us          0.000us                1          1.334us          0.000us
unsigned short                               1.326us          0.000us                1          1.326us          0.000us
TBackward                                    1.321us          0.000us                1          1.321us          0.000us
TBackward                                    1.316us          0.000us                1          1.316us          0.000us
unsigned short                               1.314us          0.000us                1          1.314us          0.000us
unsigned short                               1.314us          0.000us                1          1.314us          0.000us
unsigned short                               1.305us          0.000us                1          1.305us          0.000us
unsigned short                               1.300us          0.000us                1          1.300us          0.000us
unsigned short                               1.300us          0.000us                1          1.300us          0.000us
unsigned short                               1.292us          0.000us                1          1.292us          0.000us
unsigned short                               1.285us          0.000us                1          1.285us          0.000us
mul                                          1.282us          0.000us                1          1.282us          0.000us
TBackward                                    1.277us          0.000us                1          1.277us          0.000us
narrow                                       1.277us          0.000us                1          1.277us          0.000us
unsigned short                               1.276us          0.000us                1          1.276us          0.000us
unsigned short                               1.274us          0.000us                1          1.274us          0.000us
TBackward                                    1.274us          0.000us                1          1.274us          0.000us
TBackward                                    1.274us          0.000us                1          1.274us          0.000us
unsigned short                               1.271us          0.000us                1          1.271us          0.000us
TBackward                                    1.262us          0.000us                1          1.262us          0.000us
narrow                                       1.257us          0.000us                1          1.257us          0.000us
unsigned short                               1.253us          0.000us                1          1.253us          0.000us
unsigned short                               1.252us          0.000us                1          1.252us          0.000us
unsigned short                               1.251us          0.000us                1          1.251us          0.000us
unsigned short                               1.246us          0.000us                1          1.246us          0.000us
mul                                          1.242us          0.000us                1          1.242us          0.000us
unsigned short                               1.240us          0.000us                1          1.240us          0.000us
unsigned short                               1.236us          0.000us                1          1.236us          0.000us
unsigned short                               1.235us          0.000us                1          1.235us          0.000us
unsigned short                               1.234us          0.000us                1          1.234us          0.000us
TBackward                                    1.231us          0.000us                1          1.231us          0.000us
unsigned short                               1.230us          0.000us                1          1.230us          0.000us
narrow                                       1.230us          0.000us                1          1.230us          0.000us
unsigned short                               1.229us          0.000us                1          1.229us          0.000us
unsigned short                               1.219us          0.000us                1          1.219us          0.000us
narrow                                       1.219us          0.000us                1          1.219us          0.000us
unsigned short                               1.217us          0.000us                1          1.217us          0.000us
unsigned short                               1.217us          0.000us                1          1.217us          0.000us
unsigned short                               1.216us          0.000us                1          1.216us          0.000us
unsigned short                               1.215us          0.000us                1          1.215us          0.000us
unsigned short                               1.213us          0.000us                1          1.213us          0.000us
unsigned short                               1.209us          0.000us                1          1.209us          0.000us
unsigned short                               1.204us          0.000us                1          1.204us          0.000us
unsigned short                               1.198us          0.000us                1          1.198us          0.000us
narrow                                       1.191us          0.000us                1          1.191us          0.000us
unsigned short                               1.187us          0.000us                1          1.187us          0.000us
unsigned short                               1.182us          0.000us                1          1.182us          0.000us
unsigned short                               1.180us          0.000us                1          1.180us          0.000us
unsigned short                               1.177us          0.000us                1          1.177us          0.000us
unsigned short                               1.173us          0.000us                1          1.173us          0.000us
unsigned short                               1.173us          0.000us                1          1.173us          0.000us
unsigned short                               1.172us          0.000us                1          1.172us          0.000us
unsigned short                               1.170us          0.000us                1          1.170us          0.000us
unsigned short                               1.167us          0.000us                1          1.167us          0.000us
unsigned short                               1.167us          0.000us                1          1.167us          0.000us
unsigned short                               1.166us          0.000us                1          1.166us          0.000us
unsigned short                               1.164us          0.000us                1          1.164us          0.000us
narrow                                       1.164us          0.000us                1          1.164us          0.000us
unsigned short                               1.160us          0.000us                1          1.160us          0.000us
unsigned short                               1.160us          0.000us                1          1.160us          0.000us
unsigned short                               1.158us          0.000us                1          1.158us          0.000us
unsigned short                               1.151us          0.000us                1          1.151us          0.000us
narrow                                       1.139us          0.000us                1          1.139us          0.000us
narrow                                       1.138us          0.000us                1          1.138us          0.000us
unsigned short                               1.131us          0.000us                1          1.131us          0.000us
unsigned short                               1.130us          0.000us                1          1.130us          0.000us
unsigned short                               1.130us          0.000us                1          1.130us          0.000us
unsigned short                               1.126us          0.000us                1          1.126us          0.000us
unsigned short                               1.125us          0.000us                1          1.125us          0.000us
narrow                                       1.124us          0.000us                1          1.124us          0.000us
TBackward                                    1.121us          0.000us                1          1.121us          0.000us
unsigned short                               1.119us          0.000us                1          1.119us          0.000us
unsigned short                               1.118us          0.000us                1          1.118us          0.000us
unsigned short                               1.114us          0.000us                1          1.114us          0.000us
unsigned short                               1.113us          0.000us                1          1.113us          0.000us
narrow                                       1.113us          0.000us                1          1.113us          0.000us
narrow                                       1.110us          0.000us                1          1.110us          0.000us
unsigned short                               1.101us          0.000us                1          1.101us          0.000us
unsigned short                               1.101us          0.000us                1          1.101us          0.000us
unsigned short                               1.100us          0.000us                1          1.100us          0.000us
narrow                                       1.100us          0.000us                1          1.100us          0.000us
narrow                                       1.097us          0.000us                1          1.097us          0.000us
narrow                                       1.084us          0.000us                1          1.084us          0.000us
narrow                                       1.082us          0.000us                1          1.082us          0.000us
unsigned short                               1.077us          0.000us                1          1.077us          0.000us
narrow                                       1.076us          0.000us                1          1.076us          0.000us
unsigned short                               1.073us          0.000us                1          1.073us          0.000us
unsigned short                               1.071us          0.000us                1          1.071us          0.000us
unsigned short                               1.071us          0.000us                1          1.071us          0.000us
narrow                                       1.068us          0.000us                1          1.068us          0.000us
narrow                                       1.062us          0.000us                1          1.062us          0.000us
unsigned short                               1.061us          0.000us                1          1.061us          0.000us
unsigned short                               1.060us          0.000us                1          1.060us          0.000us
narrow                                       1.056us          0.000us                1          1.056us          0.000us
unsigned short                               1.055us          0.000us                1          1.055us          0.000us
TBackward                                    1.053us          0.000us                1          1.053us          0.000us
narrow                                       1.052us          0.000us                1          1.052us          0.000us
unsigned short                               1.052us          0.000us                1          1.052us          0.000us
AddBackward1                                 1.050us          0.000us                1          1.050us          0.000us
unsigned short                               1.043us          0.000us                1          1.043us          0.000us
unsigned short                               1.039us          0.000us                1          1.039us          0.000us
unsigned short                               1.037us          0.000us                1          1.037us          0.000us
narrow                                       1.037us          0.000us                1          1.037us          0.000us
narrow                                       1.011us          0.000us                1          1.011us          0.000us
unsigned short                               1.004us          0.000us                1          1.004us          0.000us
narrow                                       1.002us          0.000us                1          1.002us          0.000us
unsigned short                               0.998us          0.000us                1          0.998us          0.000us
TBackward                                    0.993us          0.000us                1          0.993us          0.000us
TBackward                                    0.989us          0.000us                1          0.989us          0.000us
unsigned short                               0.984us          0.000us                1          0.984us          0.000us
unsigned short                               0.983us          0.000us                1          0.983us          0.000us
unsigned short                               0.952us          0.000us                1          0.952us          0.000us
unsigned short                               0.941us          0.000us                1          0.941us          0.000us
unsigned short                               0.941us          0.000us                1          0.941us          0.000us
AddBackward1                                 0.933us          0.000us                1          0.933us          0.000us
TBackward                                    0.931us          0.000us                1          0.931us          0.000us
unsigned short                               0.928us          0.000us                1          0.928us          0.000us
unsigned short                               0.926us          0.000us                1          0.926us          0.000us
unsigned short                               0.926us          0.000us                1          0.926us          0.000us
narrow                                       0.909us          0.000us                1          0.909us          0.000us
unsigned short                               0.880us          0.000us                1          0.880us          0.000us
unsigned short                               0.870us          0.000us                1          0.870us          0.000us
narrow                                       0.851us          0.000us                1          0.851us          0.000us
unsigned short                               0.832us          0.000us                1          0.832us          0.000us
narrow                                       0.825us          0.000us                1          0.825us          0.000us
unsigned short                               0.790us          0.000us                1          0.790us          0.000us
narrow                                       0.784us          0.000us                1          0.784us          0.000us
narrow                                       0.782us          0.000us                1          0.782us          0.000us
unsigned short                               0.761us          0.000us                1          0.761us          0.000us
unsigned short                               0.760us          0.000us                1          0.760us          0.000us
unsigned short                               0.757us          0.000us                1          0.757us          0.000us
unsigned short                               0.745us          0.000us                1          0.745us          0.000us
unsigned short                               0.735us          0.000us                1          0.735us          0.000us
unsigned short                               0.735us          0.000us                1          0.735us          0.000us
narrow                                       0.730us          0.000us                1          0.730us          0.000us
unsigned short                               0.720us          0.000us                1          0.720us          0.000us
unsigned short                               0.716us          0.000us                1          0.716us          0.000us
unsigned short                               0.711us          0.000us                1          0.711us          0.000us
AddBackward1                                 0.707us          0.000us                1          0.707us          0.000us
unsigned short                               0.702us          0.000us                1          0.702us          0.000us
unsigned short                               0.692us          0.000us                1          0.692us          0.000us
unsigned short                               0.689us          0.000us                1          0.689us          0.000us
unsigned short                               0.688us          0.000us                1          0.688us          0.000us
narrow                                       0.677us          0.000us                1          0.677us          0.000us
narrow                                       0.673us          0.000us                1          0.673us          0.000us
unsigned short                               0.670us          0.000us                1          0.670us          0.000us
unsigned short                               0.664us          0.000us                1          0.664us          0.000us
AddBackward1                                 0.608us          0.000us                1          0.608us          0.000us
AddBackward1                                 0.597us          0.000us                1          0.597us          0.000us
AddBackward1                                 0.570us          0.000us                1          0.570us          0.000us
AddBackward1                                 0.563us          0.000us                1          0.563us          0.000us
AddBackward1                                 0.558us          0.000us                1          0.558us          0.000us
AddBackward1                                 0.556us          0.000us                1          0.556us          0.000us
AddBackward1                                 0.540us          0.000us                1          0.540us          0.000us
AddBackward1                                 0.539us          0.000us                1          0.539us          0.000us
AddBackward1                                 0.539us          0.000us                1          0.539us          0.000us
AddBackward1                                 0.535us          0.000us                1          0.535us          0.000us
